MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;1) 00-11;1
AMARAJI;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;MASCULINO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2015;2015;FEMININO;1) 00-11;1
CASINHAS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2015;2015;FEMININO;1) 00-11;1
IBIMIRIM;SERTÃO;ESTUPRO;01/02/2015;2015;FEMININO;2) 12-17;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2015;2015;FEMININO;1) 00-11;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2015;2015;FEMININO;4) 25-29;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;01/02/2015;2015;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;01/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/02/2015;2015;MASCULINO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;02/02/2015;2015;FEMININO;5) 30-34;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/02/2015;2015;FEMININO;2) 12-17;1
PETROLANDIA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/02/2015;2015;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;02/02/2015;2015;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;02/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;02/02/2015;2015;MASCULINO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;03/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;03/02/2015;2015;FEMININO;1) 00-11;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;03/02/2015;2015;FEMININO;2) 12-17;1
AMARAJI;ZONA DA MATA;ESTUPRO;04/02/2015;2015;FEMININO;2) 12-17;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/02/2015;2015;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/02/2015;2015;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/02/2015;2015;MASCULINO;1) 00-11;1
CUPIRA;AGRESTE;ESTUPRO;05/02/2015;2015;FEMININO;5) 30-34;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;05/02/2015;2015;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;05/02/2015;2015;FEMININO;2) 12-17;2
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/02/2015;2015;FEMININO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;06/02/2015;2015;FEMININO;1) 00-11;1
GRAVATA;AGRESTE;ESTUPRO;06/02/2015;2015;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/02/2015;2015;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;06/02/2015;2015;FEMININO;4) 25-29;1
PASSIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;06/02/2015;2015;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;06/02/2015;2015;FEMININO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/02/2015;2015;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/02/2015;2015;FEMININO;2) 12-17;1
LAGOA GRANDE;SERTÃO;ESTUPRO;07/02/2015;2015;FEMININO;4) 25-29;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;07/02/2015;2015;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;07/02/2015;2015;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO;07/02/2015;2015;MASCULINO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;07/02/2015;2015;MASCULINO;2) 12-17;1
TAMANDARE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;07/02/2015;2015;MASCULINO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;08/02/2015;2015;FEMININO;1) 00-11;1
CACHOEIRINHA;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/02/2015;2015;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;08/02/2015;2015;FEMININO;1) 00-11;1
JAQUEIRA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;08/02/2015;2015;FEMININO;(vazio);4
PESQUEIRA;AGRESTE;ESTUPRO;08/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;08/02/2015;2015;FEMININO;2) 12-17;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;08/02/2015;2015;FEMININO;2) 12-17;2
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;09/02/2015;2015;MASCULINO;6) 35-64;1
CAETES;AGRESTE;ESTUPRO DE VULNERÁVEL;09/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/02/2015;2015;FEMININO;5) 30-34;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;10/02/2015;2015;FEMININO;1) 00-11;1
BARRA DE GUABIRABA;AGRESTE;ESTUPRO;10/02/2015;2015;FEMININO;2) 12-17;1
GRAVATA;AGRESTE;ESTUPRO;10/02/2015;2015;FEMININO;3) 18-24;1
GRAVATA;AGRESTE;ESTUPRO DE VULNERÁVEL;10/02/2015;2015;FEMININO;1) 00-11;1
ITAMBE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;10/02/2015;2015;FEMININO;1) 00-11;1
ITAMBE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;10/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;10/02/2015;2015;FEMININO;6) 35-64;2
SERTANIA;SERTÃO;ESTUPRO DE VULNERÁVEL;10/02/2015;2015;FEMININO;2) 12-17;1
IBIMIRIM;SERTÃO;ESTUPRO;11/02/2015;2015;FEMININO;2) 12-17;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;11/02/2015;2015;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/02/2015;2015;MASCULINO;1) 00-11;1
OROCO;SERTÃO;ESTUPRO DE VULNERÁVEL;11/02/2015;2015;MASCULINO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO;11/02/2015;2015;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/02/2015;2015;MASCULINO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;12/02/2015;2015;FEMININO;5) 30-34;1
RECIFE;RECIFE;ESTUPRO;12/02/2015;2015;FEMININO;4) 25-29;1
BARREIROS;ZONA DA MATA;ESTUPRO;13/02/2015;2015;FEMININO;5) 30-34;1
BEZERROS;AGRESTE;ESTUPRO;13/02/2015;2015;MASCULINO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;13/02/2015;2015;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO;13/02/2015;2015;FEMININO;2) 12-17;1
SERRA TALHADA;SERTÃO;ESTUPRO DE VULNERÁVEL;13/02/2015;2015;FEMININO;1) 00-11;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO;14/02/2015;2015;FEMININO;3) 18-24;1
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;14/02/2015;2015;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/02/2015;2015;FEMININO;1) 00-11;1
BELEM DO SAO FRANCISCO;SERTÃO;ESTUPRO;15/02/2015;2015;FEMININO;6) 35-64;1
CAMOCIM DE SAO FELIX;AGRESTE;ESTUPRO;15/02/2015;2015;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;15/02/2015;2015;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2015;2015;FEMININO;1) 00-11;1
MOREILANDIA;SERTÃO;ESTUPRO DE VULNERÁVEL;15/02/2015;2015;FEMININO;2) 12-17;1
PESQUEIRA;AGRESTE;ESTUPRO;15/02/2015;2015;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2015;2015;MASCULINO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;16/02/2015;2015;FEMININO;6) 35-64;1
CUPIRA;AGRESTE;ESTUPRO;17/02/2015;2015;FEMININO;6) 35-64;1
GOIANA;ZONA DA MATA;ESTUPRO;17/02/2015;2015;MASCULINO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/02/2015;2015;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/02/2015;2015;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;17/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;17/02/2015;2015;FEMININO;2) 12-17;3
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/02/2015;2015;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/02/2015;2015;FEMININO;1) 00-11;1
TAQUARITINGA DO NORTE;AGRESTE;ESTUPRO DE VULNERÁVEL;17/02/2015;2015;FEMININO;1) 00-11;1
BEZERROS;AGRESTE;ESTUPRO;18/02/2015;2015;FEMININO;2) 12-17;2
BEZERROS;AGRESTE;ESTUPRO;18/02/2015;2015;FEMININO;3) 18-24;2
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;18/02/2015;2015;FEMININO;2) 12-17;1
CAETES;AGRESTE;ESTUPRO DE VULNERÁVEL;18/02/2015;2015;FEMININO;2) 12-17;1
CALCADO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/02/2015;2015;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;18/02/2015;2015;FEMININO;2) 12-17;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/02/2015;2015;FEMININO;(vazio);1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/02/2015;2015;MASCULINO;3) 18-24;1
PESQUEIRA;AGRESTE;ESTUPRO;18/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;18/02/2015;2015;FEMININO;2) 12-17;1
RIBEIRAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;18/02/2015;2015;FEMININO;1) 00-11;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO;19/02/2015;2015;FEMININO;6) 35-64;1
JUREMA;AGRESTE;ESTUPRO DE VULNERÁVEL;19/02/2015;2015;FEMININO;6) 35-64;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO;19/02/2015;2015;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;19/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;19/02/2015;2015;FEMININO;2) 12-17;1
SERRA TALHADA;SERTÃO;ESTUPRO DE VULNERÁVEL;19/02/2015;2015;FEMININO;2) 12-17;2
SERRA TALHADA;SERTÃO;ESTUPRO DE VULNERÁVEL;19/02/2015;2015;MASCULINO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;20/02/2015;2015;FEMININO;1) 00-11;1
JUPI;AGRESTE;ESTUPRO DE VULNERÁVEL;20/02/2015;2015;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/02/2015;2015;MASCULINO;1) 00-11;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;20/02/2015;2015;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO;20/02/2015;2015;FEMININO;3) 18-24;1
SALGUEIRO;SERTÃO;ESTUPRO DE VULNERÁVEL;20/02/2015;2015;FEMININO;2) 12-17;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/02/2015;2015;FEMININO;2) 12-17;1
ALAGOINHA;AGRESTE;ESTUPRO DE VULNERÁVEL;21/02/2015;2015;DESCONHECIDO;2) 12-17;1
CAPOEIRAS;AGRESTE;ESTUPRO;21/02/2015;2015;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;21/02/2015;2015;MASCULINO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;21/02/2015;2015;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;21/02/2015;2015;FEMININO;4) 25-29;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;22/02/2015;2015;FEMININO;2) 12-17;1
BEZERROS;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/02/2015;2015;FEMININO;5) 30-34;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;22/02/2015;2015;FEMININO;2) 12-17;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;22/02/2015;2015;FEMININO;6) 35-64;1
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/02/2015;2015;FEMININO;1) 00-11;1
CAMOCIM DE SAO FELIX;AGRESTE;ESTUPRO DE VULNERÁVEL;23/02/2015;2015;MASCULINO;1) 00-11;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;23/02/2015;2015;FEMININO;2) 12-17;1
CUPIRA;AGRESTE;ESTUPRO;23/02/2015;2015;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;23/02/2015;2015;FEMININO;3) 18-24;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;23/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;23/02/2015;2015;FEMININO;6) 35-64;1
JOAQUIM NABUCO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;24/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;24/02/2015;2015;FEMININO;2) 12-17;1
CABROBO;SERTÃO;ESTUPRO DE VULNERÁVEL;25/02/2015;2015;FEMININO;1) 00-11;1
VENTUROSA;AGRESTE;ESTUPRO DE VULNERÁVEL;25/02/2015;2015;FEMININO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;26/02/2015;2015;FEMININO;2) 12-17;2
ARARIPINA;SERTÃO;ESTUPRO;26/02/2015;2015;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;26/02/2015;2015;FEMININO;4) 25-29;1
CARUARU;AGRESTE;ESTUPRO;26/02/2015;2015;FEMININO;4) 25-29;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;26/02/2015;2015;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;26/02/2015;2015;FEMININO;1) 00-11;2
SAO JOSE DA COROA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;26/02/2015;2015;FEMININO;1) 00-11;1
AFRANIO;SERTÃO;ESTUPRO DE VULNERÁVEL;27/02/2015;2015;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/02/2015;2015;FEMININO;2) 12-17;2
CUPIRA;AGRESTE;ESTUPRO;27/02/2015;2015;FEMININO;6) 35-64;1
PESQUEIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2015;2015;FEMININO;(vazio);1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;27/02/2015;2015;DESCONHECIDO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;27/02/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;27/02/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/02/2015;2015;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;27/02/2015;2015;FEMININO;2) 12-17;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/02/2015;2015;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;28/02/2015;2015;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;28/02/2015;2015;FEMININO;4) 25-29;1
OURICURI;SERTÃO;ESTUPRO;28/02/2015;2015;MASCULINO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;28/02/2015;2015;FEMININO;3) 18-24;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/03/2015;2015;FEMININO;2) 12-17;1
BREJAO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/03/2015;2015;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/03/2015;2015;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;01/03/2015;2015;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;FEMININO;1) 00-11;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;MASCULINO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;01/03/2015;2015;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/03/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/03/2015;2015;FEMININO;1) 00-11;1
SALGUEIRO;SERTÃO;ESTUPRO DE VULNERÁVEL;01/03/2015;2015;FEMININO;2) 12-17;1
AGUAS BELAS;AGRESTE;ESTUPRO DE VULNERÁVEL;02/03/2015;2015;FEMININO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/03/2015;2015;MASCULINO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/03/2015;2015;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO;02/03/2015;2015;FEMININO;3) 18-24;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/03/2015;2015;MASCULINO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;02/03/2015;2015;FEMININO;6) 35-64;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;02/03/2015;2015;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/03/2015;2015;MASCULINO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/03/2015;2015;FEMININO;(vazio);3
POMBOS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;02/03/2015;2015;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;02/03/2015;2015;FEMININO;6) 35-64;1
BOM CONSELHO;AGRESTE;ESTUPRO;03/03/2015;2015;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/03/2015;2015;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;03/03/2015;2015;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/03/2015;2015;FEMININO;3) 18-24;1
SAO JOSE DO BELMONTE;SERTÃO;ESTUPRO DE VULNERÁVEL;03/03/2015;2015;FEMININO;2) 12-17;1
BOM CONSELHO;AGRESTE;ESTUPRO DE VULNERÁVEL;04/03/2015;2015;FEMININO;2) 12-17;3
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/03/2015;2015;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/03/2015;2015;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/03/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/03/2015;2015;MASCULINO;1) 00-11;1
SERTANIA;SERTÃO;ESTUPRO;04/03/2015;2015;FEMININO;6) 35-64;1
BOM JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2015;2015;FEMININO;2) 12-17;1
BONITO;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2015;2015;FEMININO;2) 12-17;1
ESCADA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/03/2015;2015;FEMININO;1) 00-11;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;05/03/2015;2015;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO;05/03/2015;2015;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;05/03/2015;2015;FEMININO;3) 18-24;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;05/03/2015;2015;FEMININO;3) 18-24;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;06/03/2015;2015;FEMININO;2) 12-17;1
ALAGOINHA;AGRESTE;ESTUPRO DE VULNERÁVEL;06/03/2015;2015;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/03/2015;2015;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;06/03/2015;2015;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;06/03/2015;2015;FEMININO;2) 12-17;1
